,Dynamic Sharpe,60/40 Sharpe,Equal Sharpe,Dynamic Volatility,60/40 Volatility,Equal Volatility
2019-05-09,0.3084252679462644,0.5503247410493382,0.34127884840263717,18.02812362518267,8.291306725604656,5.691897245595877
2019-05-10,0.28315814943990514,0.5395327818031318,0.33181736182224203,18.01586353578663,8.28846433986793,5.690847889969147
2019-05-13,0.17174013544280137,0.2852682726795975,0.11752504604545784,18.023337798944404,8.338235999155314,5.695510415175336
2019-05-14,0.19325306599139572,0.30170303606794696,0.1497140304468129,18.027767880135748,8.343700116211865,5.6996525054508185
2019-05-15,0.21591925884530555,0.39423742369776116,0.26208401866295983,18.032126531216484,8.360418099671458,5.716173586996906
2019-05-16,0.28339398562743967,0.5514566685554887,0.43657649671079235,17.999938990038565,8.320290709042537,5.6468602762367075
2019-05-17,0.21852073058986923,0.5032198335145727,0.36426665642085176,18.012689249349815,8.32674406714745,5.65918028415662
2019-05-20,0.20792874033357395,0.47529019755070123,0.30901403053548826,18.017708056920277,8.337675731147746,5.677458758760928
2019-05-21,0.24152056987880877,0.5085207829507458,0.33288209503873634,18.019532043193077,8.347918138846612,5.680825909436451
2019-05-22,0.2009835857792057,0.4581602270004077,0.2914330515443596,18.015461351255595,8.33638201201319,5.676369566670527
2019-05-23,0.19100131715723417,0.45063678472269836,0.3080202795238336,18.018260969110262,8.338540186692956,5.67494911076214
2019-05-24,0.1583996373575224,0.4170830982026907,0.24461786444911743,18.005534545563794,8.328895867427859,5.661413781579978
2019-05-28,0.1209409723591376,0.36070281366557827,0.18028571179320554,18.01553782750405,8.332750240332834,5.655910348842709
2019-05-29,0.09341865920145331,0.3139274359450111,0.1259771889182274,18.019471023468146,8.338171073097278,5.6593986656392765
2019-05-30,0.12594527923837115,0.3534001484567794,0.14805081594176764,18.025102802820065,8.350709187954978,5.667509423597384
2019-05-31,0.08735473732597922,0.25275289613528834,0.1342621912842605,18.017467794713635,8.342703240327513,5.666086649729388
2019-06-03,0.08466046381599066,0.3189680089754098,0.17693461796958235,18.018087740043065,8.330437538338636,5.66215107964852
2019-06-04,0.09531888751980461,0.37223919205249745,0.2439151428529011,18.030261584450304,8.361927304698643,5.685913965120768
2019-06-05,0.09337442240734728,0.4075236905773494,0.27972641889871763,18.029322391133096,8.365973869312478,5.689492358017296
2019-06-06,0.1063475218216044,0.45226630997024586,0.2995727077005652,18.033866567568317,8.379539110424092,5.694648519229841
2019-06-07,0.1445020302072656,0.5407950095170231,0.4305998514505815,18.06048551780769,8.42776225904543,5.748205464355942
2019-06-10,0.1654997627980403,0.4838756366295138,0.3861800574381172,18.05667584494221,8.42173791032504,5.7504820994386945
2019-06-11,0.1651851719453456,0.47831323641721984,0.3878529028029972,18.05668428205782,8.421729940134917,5.750437701381188
2019-06-12,0.15615006220023334,0.4686041156545436,0.3854268522260205,18.056202684272318,8.422374368803256,5.7504084324487525
2019-06-13,0.16526053141248828,0.5034409617101655,0.4445958642745589,18.059967776953,8.4295926909758,5.761670965834908
2019-06-14,0.16000671028003322,0.5328534525417548,0.4434836909066692,18.06071621855438,8.426015537433095,5.761748039552259
2019-06-17,0.12418112340823026,0.48740010719840654,0.38928106809842644,18.043402156292785,8.41423270880827,5.748030716122788
2019-06-18,0.1854479645521648,0.5876208473635219,0.550328692104546,18.06090518741901,8.451162523188232,5.767720506899439
2019-06-19,0.21362697927433247,0.6294220483757977,0.6163445008929337,18.064671181657104,8.450324467899629,5.7733551277094515
2019-06-20,0.29767596701026383,0.7072078056192058,0.7505119419174131,18.11456866830196,8.474370298219515,5.82517696115287
2019-06-21,0.2863356363999229,0.673109110866177,0.7395696472851802,18.112584372679976,8.488546261652562,5.827330571650125
2019-06-24,0.3487112056929932,0.7192621007433605,0.8333823689716325,18.109789616788056,8.48802119446767,5.837417716870721
2019-06-25,0.31831614789800344,0.6505310859033115,0.767266158871176,18.122487952937483,8.502926724847256,5.849418085631137
2019-06-26,0.39700358138829367,0.7017636681225607,0.8251269915402993,18.045817139866628,8.475195567457755,5.823232347518395
2019-06-27,0.3901896479866145,0.7367339121339604,0.8652886129512566,18.04436796088956,8.486043008191931,5.828678063580497
2019-06-28,0.45073830986046487,0.7842658901108606,0.9314433595758975,18.02304133669085,8.487813474337381,5.823516236834978
2019-07-01,0.4162243630198735,0.7952768430379076,0.8977298076186806,18.013144256491994,8.491905145049104,5.822181754165488
2019-07-02,0.4549452541028393,0.8549153016091017,0.9957696313191112,18.030522590762786,8.501777647086211,5.855287562085736
2019-07-03,0.4541360164046286,0.9298620705101811,1.0765210915030472,18.030170618867878,8.531835987222026,5.868282596353155
2019-07-05,0.4717234033549558,0.8566175007730269,0.9592711307906598,18.017093273378705,8.55643144359988,5.903382461399072
2019-07-08,0.3834766877471009,0.7550502296448803,0.8304693608793728,17.996598643973233,8.544087468628613,5.899997987065729
2019-07-09,0.32792573101073164,0.6892908547483846,0.7806051167865049,17.954796853288403,8.523243092910779,5.8866591739273915
2019-07-10,0.3270068029268897,0.6643870940723469,0.8251613609246329,17.954028839876756,8.51986695632988,5.899745381615042
2019-07-11,0.2982620147638433,0.5922201894951838,0.7459696841304571,17.957738423972046,8.529165164105764,5.917952171495859
2019-07-12,0.355699432018523,0.6627811505695339,0.8473782234414744,17.952397609389433,8.527513262483552,5.9159207158366245
2019-07-15,0.28751299460504076,0.629837409251889,0.7986409854531183,17.9003793250945,8.51540290983766,5.900121434728133
2019-07-16,0.25409906184814346,0.5752007834570869,0.728906131424037,17.9086891923967,8.52185429179664,5.914236926627974
2019-07-17,0.28125659412820825,0.6036583701956618,0.8149792123174152,17.909116233477842,8.518005861525726,5.9193025044254695
2019-07-18,0.2817785656110223,0.6100873355045744,0.8865102135938877,17.909375980183647,8.519038570292981,5.9283701090349
2019-07-19,0.24095676778700958,0.5630950023962015,0.802476506857751,17.92799592738427,8.531421503348783,5.956334399142491
2019-07-22,0.28334623769943434,0.5860545319224933,0.8477405654253609,17.923962408570492,8.533490581775295,5.958195956912552
2019-07-23,0.29481735185819957,0.6779479371382088,0.8802001790924429,17.923872911774964,8.514041792391748,5.954325959887646
2019-07-24,0.3082222213328018,0.7766420411695285,0.9934384746932228,17.928319132864246,8.513480915796128,5.954827283654382
2019-07-25,0.24796960099246784,0.6683657950168996,0.8724042164714109,17.936462213094064,8.520032590036736,5.973950932271286
2019-07-26,0.21018079005019988,0.6739706874376181,0.8608391790506289,17.905587314347347,8.522548280407015,5.969698389864477
2019-07-29,0.27378737714690166,0.688461674474645,0.9510807884634995,17.871321472938078,8.519728370715656,5.94763723828861
2019-07-30,0.33165725651455835,0.7232706958377726,0.9974511015274667,17.835103323782693,8.511662197086807,5.939498103961784
2019-07-31,0.3409891168033886,0.736933419847451,0.9915529523247325,17.825357796574828,8.50589491607276,5.942151262105078
2019-08-01,0.3735851109127249,0.7082796279135816,1.0464077958927767,17.85613135031398,8.495604941666839,5.972986086653042
2019-08-02,0.32046922945250167,0.7496047942307578,1.0492934537586307,17.873465784202164,8.483592518370017,5.972176328350384
2019-08-05,0.23696102341422928,0.5642442980435015,0.9311237275387348,17.849643775838345,8.559234582027042,5.984643876369826
2019-08-06,0.2734440804752527,0.6412091222357396,1.0013148367553646,17.873434602131276,8.62197904691934,6.0228052982422495
2019-08-07,0.30677112818631924,0.6189590950150609,1.0436939693305445,17.89967355132667,8.619524697827538,6.0310053227422635
2019-08-08,0.34748934351419364,0.7579062300886535,1.1625081046307209,17.927840805833696,8.704491110016708,6.078277380870671
2019-08-09,0.3132184854436066,0.6985633979167455,1.079391505759906,17.937456589247144,8.720702090282433,6.093896081505449
2019-08-12,0.32834830658517494,0.6800935733331627,1.0942843687548105,17.937633162580983,8.718224481585505,6.096082124399147
2019-08-13,0.3920299058181406,0.7808612024113994,1.1617348141746189,17.924631333960228,8.748948724431495,6.105022541765933
2019-08-14,0.36575601825578014,0.708465595669158,1.159825431057932,17.93714450788004,8.793752884743697,6.105779661232473
2019-08-15,0.3523905195587044,0.7423771004978236,1.2044538583620978,17.93085055046745,8.808020539740518,6.118651277121652
2019-08-16,0.4222210336027075,0.8292503942568383,1.320721051286004,17.89723478195943,8.819185424191414,6.09978653295788
2019-08-19,0.38556330685064744,0.7918611219270756,1.2820360453797506,17.89277781696764,8.808908131731673,6.099787894963332
2019-08-20,0.3892545522887202,0.7568172629992154,1.2628056905323632,17.893249428251185,8.806701864972148,6.096958781927897
2019-08-21,0.39496301777889287,0.7372164033343187,1.227819278883369,17.89339422036057,8.801367548685079,6.092576257783532
2019-08-22,0.36173592073710265,0.7037159506596959,1.1733354187944731,17.894082678089195,8.807356612476001,6.100055807131728
2019-08-23,0.3511983566833135,0.5832349137430188,1.1024146865490823,17.89306413190144,8.85800784425606,6.104637733647714
2019-08-26,0.3893741183200661,0.6405473650650098,1.1879383546301283,17.899259660084514,8.86984460341852,6.107871436778889
2019-08-27,0.3730748119074185,0.6336510416120009,1.159162248150292,17.888980524606783,8.867220559165732,6.093904790851426
2019-08-28,0.3193182126491733,0.6590015072326205,1.1491007776309263,17.86683485579241,8.875525796905096,6.092361715393554
2019-08-29,0.31892954685909675,0.7503208340072697,1.2295361832414142,17.86680797286044,8.890214181787709,6.088677356397027
2019-08-30,0.25351406735117143,0.7068583468861313,1.1575306056935348,17.84637955852772,8.884124344927004,6.08103737541539
2019-09-03,0.281551297198799,0.6904713286782004,1.1811109544581053,17.845234572531258,8.888464105022255,6.079315610440702
2019-09-04,0.3171144082259822,0.7812379615806374,1.2785953378688824,17.858409243767166,8.914719372383999,6.103793096365763
2019-09-05,0.2914418113648697,0.8235704892082595,1.2711832327868546,17.873822850351264,8.906606912829071,6.106488203172161
2019-09-06,0.33230173050817835,0.8908583476795541,1.311044267021795,17.848818485248856,8.905563739693802,6.099542514956681
2019-09-09,0.33678462664367464,0.814842953390629,1.2336366774363985,17.845756564489218,8.935423147459137,6.123808995274805
2019-09-10,0.30795996338562615,0.7836806438586718,1.1863090481074032,17.86327686959773,8.954185716274091,6.147516432939784
2019-09-11,0.3185393425071343,0.7948503244611742,1.2148072786811244,17.866870553384693,8.957157164933237,6.153234786775327
2019-09-12,0.2875047063010927,0.8007892532791828,1.2172739221610689,17.857540339812022,8.956414308791354,6.153129485963089
2019-09-13,0.24510331169868155,0.6839693270913447,1.0618795697393977,17.88259202367683,9.006162702477551,6.203334566751895
2019-09-16,0.2209285856745686,0.6738507385158421,1.0724798338994477,17.866766103249883,9.00275124727019,6.205919045473757
2019-09-17,0.25105069466251045,0.7346461487842775,1.1645973803642427,17.868343321345918,9.005952774159454,6.20305768081754
2019-09-18,0.3053738981766484,0.7933183586839737,1.1994818036691743,17.831405236899712,9.000124519211397,6.196808784171804
2019-09-19,0.2796658634137132,0.8169522247952289,1.2312575095485931,17.819517130937026,8.999308709314107,6.197099087136026
2019-09-20,0.30437095136587505,0.863272997736827,1.284500814384284,17.823785039991712,8.998693579441513,6.200227505573946
2019-09-23,0.26221738207390266,0.7882985669826816,1.2334579738242022,17.798910328742895,8.977220714468167,6.186944102148403
2019-09-24,0.2880587400743163,0.7971008692434122,1.2766225481493025,17.79388286602394,8.976546936766889,6.180954078606991
2019-09-25,0.24404487226608698,0.8047403555857151,1.2199407331997367,17.809717660687095,8.974209467617177,6.196306495155792
2019-09-26,0.24203756539530494,0.8302358063423267,1.2276436713941736,17.809707831348252,8.97350248062052,6.196150494289345
2019-09-27,0.21637777982538267,0.7935313205071701,1.1681906753733746,17.817880532101217,8.97742887758724,6.206353545302852
2019-09-30,0.1665819526830449,0.8132448275259193,1.1659261544030448,17.80927537869591,8.982296037365172,6.206356669895772
2019-10-01,0.16156868971805022,0.7559269059506291,1.132337556521368,17.80969026244525,9.004129075963275,6.208732477793568
2019-10-02,0.13674506797143637,0.6535612513571499,1.1036938881719087,17.809524267363557,9.060236126696559,6.215209353906879
2019-10-03,0.18711955396433877,0.7218571086572183,1.1586783716434919,17.82246663325668,9.09514730238544,6.241410710208487
2019-10-04,0.21926873277049805,0.9129888781054131,1.3311481521814115,17.833696585247136,9.12845182009054,6.246969638754295
2019-10-07,0.27398321261959735,0.9320021995899423,1.3551974113099539,17.77481320351171,9.115603879481665,6.234278803548027
2019-10-08,0.31808423991763646,0.914312205422109,1.3832300690878974,17.746542719412545,9.12883369638999,6.223762983365891
2019-10-09,0.35772513612036244,0.9660712115944714,1.4708005935931299,17.74310002580036,9.131602221192837,6.212858297776618
2019-10-10,0.33282783659733745,0.9101761512226225,1.3852200332094435,17.745632588682874,9.131053017303731,6.218686784201069
2019-10-11,0.5785548385604851,1.178224221276935,1.620880541629943,17.264310548994754,8.887261743514326,6.074985307476459
2019-10-14,0.6881969087690297,1.3059481013823144,1.6361568169983853,17.186028887502083,8.841617577164055,6.07675502782638
2019-10-15,0.5613129532116147,1.2430910045994914,1.5488268080083145,17.04302950573178,8.819342578769662,6.05860108820702
2019-10-16,0.6297300245943603,1.279309931737896,1.593725189501802,17.011147690904462,8.810174123180072,6.054285044746735
2019-10-17,0.48849361150305787,1.1438705499075468,1.4792119090721108,16.815627025043263,8.70873547345097,6.002709594730187
2019-10-18,0.4660138186440558,1.1395721493005075,1.463035449515758,16.82019904992189,8.70998296019455,6.006333243072789
2019-10-21,0.5922665569716986,1.2606937464260322,1.5658621878769157,16.69003147712646,8.65858685459513,5.973190951801074
2019-10-22,0.5935406518588754,1.2791300294907815,1.5797509894604325,16.689874049117176,8.656740225795021,5.971954976509769
2019-10-23,0.5940161796767619,1.3423036309473526,1.6126357709195895,16.689933917395415,8.649571641096001,5.9715888366211685
2019-10-24,0.6500711056488411,1.3656136576734135,1.6472388848788255,16.689501827597603,8.64629010299438,5.975499777709257
2019-10-25,0.9430834277281113,1.57777182019962,1.8660041359007675,16.15416386554094,8.494273619296312,5.878559207045556
2019-10-28,0.7712656422537609,1.475606127130884,1.7369098102972003,15.91646901199684,8.453802614851789,5.844419965978235
2019-10-29,0.907789239336089,1.5828738902350352,1.802216920978894,15.740660892742762,8.406741919934987,5.822164387450166
2019-10-30,1.0489355040673043,1.7213902569917383,1.9933915757691185,15.66508191318648,8.420849520236635,5.812522803341872
2019-10-31,0.9893423971222862,1.6882501774183876,2.0192146489351237,15.601080918217933,8.404089166779437,5.822512405554225
2019-11-01,0.8962874874614448,1.6878352640468142,2.00185694176897,15.497804651780406,8.403927625922373,5.818377233263804
2019-11-04,0.8206600761101229,1.5760248324264718,1.8647441557671767,15.454728284831262,8.389999046942963,5.794352424729858
2019-11-05,0.8353729439808573,1.6222511737385255,1.8875915119850342,15.43823236811495,8.35932390620314,5.781513328014283
2019-11-06,0.8462500111182087,1.5961100136113617,1.9051464497775765,15.438757356358456,8.350913342669502,5.7830444368207905
